patternType,pattern,toolType,examples,reasoning,pmid
context_phrase,minipig model|porcine model|swine model,animal_model,"['NF1 minipig model (NF1+/ex42del)', 'Yucatan minipig model']",Large animal model terminology that was missed in this publication,PMID:32193437
vendor_indicator,"\b[A-Z][a-z]+ [A-Z][A-Za-z0-9]+ [A-Z]{2,}\b.*\([A-Z][a-z]+ [A-Za-z]+,.*\)",computational_tool,"['Siemens SOMATOM Force CT scanner (Siemens Healthcare, Forcheim, Germany)']",Equipment/instrument naming pattern with manufacturer and location information,PMID:32193437
term,3D Slicer|ImageJ|FIJI|OsiriX|ITK-SNAP,computational_tool,['3D Slicer (https://www.slicer.org/)'],Medical imaging analysis software commonly used in research but missed by current patterns,PMID:32193437
context_phrase,immunohistochemistry was performed|stained for|antibody against,genetic_reagent,['S100 immunohistochemistry was performed'],Immunohistochemistry context phrases that indicate antibody usage,PMID:32193437
term,WHO criteria|World Health Organization criteria|NIH criteria|FDA guidelines,clinical_assessment_tool,['World Health Organization (WHO) criteria'],Standardized clinical assessment criteria and guidelines used in research,PMID:32193437
context_phrase,measurements were made using|assessed using|evaluated using|analyzed using,general,['Measurements of the neurofibroma regions were made using the World Health Organization (WHO) criteria'],General usage context that could apply to multiple tool types,PMID:32193437
context_phrase,Registry,clinical_assessment_tool,['International MPNST Registry'],Clinical registries serve as data collection tools and should be captured when mentioned in context of data collection,PMID:32252413
naming_convention,multi-omic|multi-omics,computational_tool,"['multi-omic analysis', 'multi-omic dataset']",Multi-omic approaches often involve specific computational pipelines and analysis tools that should be identified,PMID:32252413
context_phrase,review of|overview of|we describe|we present|we highlight,general,"['we describe the importance', 'we present the existing', 'we highlight the relevance']","These phrases indicate review/discussion content rather than experimental usage, helping to filter out false positives from review articles",PMID:32352002
context_phrase,has been reported|have been employed|have been instrumental,general,"['it has been reported that ascorbate', 'various approaches have been employed', 'Animal models have been instrumental']","These phrases indicate citation of other work rather than direct usage by the authors, helping distinguish review content from experimental work",PMID:32352002
term,International Classification of Diseases|ICD-10|ICD-11,clinical_assessment_tool,"['International Classification of Diseases, 10th Revision']",ICD diagnostic codes are standardized clinical assessment tools used for systematic diagnosis and classification,PMID:32406525
context_phrase,parental reports of.*symptomatology|collected.*reports.*behavior,clinical_assessment_tool,"['collected parental reports of autism symptomatology, adaptive behavior, and behavioral problems']",Phrases indicating systematic collection of behavioral/symptom data typically involve validated assessment instruments,PMID:32406525
term,Simons Simplex Collection|SSC,clinical_assessment_tool,['Simons Simplex Collection (SSC)'],SSC is a well-established research database with standardized assessment protocols for autism research,PMID:32406525
context_phrase,scale score.*cut-off|questionnaire.*threshold|assessment.*cutoff,clinical_assessment_tool,['autism scale score for participants with NF1 was below cut-off'],References to scale scores with cut-offs indicate use of validated clinical assessment instruments,PMID:32406525
naming_convention,"\b[A-Z][0-9]{2,4}[A-Z]?\b",cell_line,"['U87', 'U118', 'U251', 'A172', 'M059J']",Cell line names often follow alphanumeric patterns with capital letters and numbers. This pattern would catch many standard cell line nomenclatures.,PMID:32419643
context_phrase,antibodies? against ([A-Za-z0-9-]+),antibody,"['antibodies against p-AKT', 'antibodies against total AKT', 'antibodies against β-Actin']",The phrase 'antibodies against' followed by a protein name is a strong indicator of antibody usage in Western blot or immunoassays.,PMID:32419643
vendor_indicator,"\(([A-Za-z\s]+),\s*[A-Za-z\s,]+\)",general,"['(Invitrogen, Carlsbad, CA, USA)', '(SantaCruz Biotechnology, Santa Cruz, USA)', '(Cell Signaling Technology, Beverly, MA, USA)']",Vendor information in parentheses with company name and location is a strong indicator of commercial research tools.,PMID:32419643
term,\b(TRIzol|lipofectamine|SYBR|mirVana|CCK-8|EdU)\b,genetic_reagent,"['TRIzol reagent', 'lipofectamine 3000', 'SYBR premix', 'mirVana qRTPCR', 'CCK-8 kit', 'EdU assay kit']",These are common molecular biology reagent names that should be captured as genetic reagents.,PMID:32419643
context_phrase,commercially? procured from ([A-Za-z\s]+),general,"['commercially procured from Shanghai Cell Bank', 'procured from Dojindo Molecular Technologies']",The phrase 'procured from' followed by a company name indicates commercial research tools.,PMID:32419643
term,\b(pcDNA|pmirGLO)\s+vector,genetic_reagent,"['pcDNA vector', 'pmirGLO vector']",Common molecular cloning vectors used in transfection experiments.,PMID:32419643
context_phrase,using\s+(?:the\s+)?([A-Za-z0-9\s-]+)\s+(?:kit|reagent|software|tool),general,"['using the commercial SYBR premix Extaq II kit', 'using TRIzol reagent']",The phrase 'using' followed by a tool name and type indicator is a strong usage context.,PMID:32419643
term,transgenic mouse lines?,animal_model,['transgenic mouse lines'],Generic term for genetically modified mouse models commonly used in research,PMID:32438526
naming_convention,[A-Z][a-z0-9]+-null (animals|mice),animal_model,['Nf2-null animals'],Gene knockout mouse nomenclature pattern (Gene-null) indicating research animal models,PMID:32438526
context_phrase,primary .+ cell cultures?,cell_line,['primary human vestibular schwannoma (VS) cell cultures'],Primary cell culture systems are important research tools often missed by standard cell line patterns,PMID:32438526
term,adenoviral vectors?,genetic_reagent,['adenoviral vectors expressing Neurod1'],Viral vectors are common genetic reagents for gene delivery in research,PMID:32438526
term,EdU|5-ethynyl-2'-deoxyuridine,genetic_reagent,"[""5-ethynyl-2'-deoxyuridine (EdU)""]","EdU is a standard reagent for proliferation assays, should be recognized",PMID:32438526
term,Cre (expression|recombinase),genetic_reagent,['Cre expression'],Cre recombinase system is fundamental genetic tool for conditional knockouts,PMID:32438526
context_phrase,wild-type littermates?,animal_model,['wild-type littermates'],Control animal groups are essential research tools that should be captured,PMID:32438526
context_phrase,in vivo (tumor|cancer|xenograft) model[s]?,animal_model,['in vivo tumor models'],"This phrase strongly indicates use of animal models for cancer research, even when specific strain details aren't provided in abstract",PMID:32438819
context_phrase,(neoplastic|tumor|cancer) cell[s]?,cell_line,"['neoplastic cells', 'tumor cell models']","These terms often represent specific cell lines in cancer research, though generic in abstracts",PMID:32438819
term,TRAP1|TNF receptor-associated protein 1,genetic_reagent,['TRAP1'],"Protein targets like TRAP1 may indicate antibodies, plasmids, or other reagents for studying this protein - would need Methods for specifics",PMID:32438819
term,\b[A-Z][a-zA-Z0-9]+-[0-9]+\b,cell_line,"['Panc-1', 'BxPC-3', 'AsPC-1']",Standard cell line naming convention with letters followed by dash and numbers,PMID:32457840
term,"\b[A-Z]{2,}[a-zA-Z]*[0-9]+[a-zA-Z]*\b",cell_line,"['MIAPaCa-2', 'HPDE']",Cell line names with mixed case and numbers,PMID:32457840
context_phrase,(mouse|rabbit|goat|rat)\s+(anti-|polyclonal|monoclonal),antibody,"['mouse anti-β-actin', 'rabbit anti-GAPDH', 'goat polyclonal anti-CTGF']",Standard antibody naming convention with species and antibody type,PMID:32457840
term,\b\w+\s+siRNA\b,genetic_reagent,"['NHE1 siRNA', 'Merlin siRNA', 'SMAD4 siRNA']",siRNA reagents with target gene name,PMID:32457840
context_phrase,acquired from American Type Culture Collection|obtained from ATCC,cell_line,"['Panc-1, BxPC-3, and AsPC-1 were acquired from American Type Culture Collection']",ATCC is a major cell line repository - context indicates cell lines,PMID:32457840
vendor_indicator,"\([A-Z0-9]+\)\s+was from|\([A-Z0-9]+,\s+[^)]+\)",general,"['(PHG9214) was from Life Technologies', '(SASI_Hs01_00030755, Sigma-Aldrich)']",Catalog numbers in parentheses followed by vendor names indicate research reagents,PMID:32457840
term,\b[A-Z][a-zA-Z]+\s+[vV]?[0-9]+\.?[0-9]*\b,computational_tool,"['GraphPad prism 6', 'UN-SCAN-IT gel 6.1']",Software names with version numbers,PMID:32457840
context_phrase,using\s+[A-Z][a-zA-Z]+\s+(software|imaging|analysis),computational_tool,"['using EasyRatioPro imaging software', 'using GraphPad prism 6']",Context phrase indicating software usage,PMID:32457840
naming_convention,"\b[A-Z][0-9]+[A-Z]*\.[0-9]+.*mice?\b|\b[A-Z]{3,}\s*mice?\b",animal_model,"['C57BL/6 mice', 'NOD scid gamma (NSG)', 'B6J.129(B6N)-Gt(ROSA)26Sor']","Mouse strain nomenclature follows specific patterns with alphanumeric codes, often with JAX stock numbers",PMID:32461556
context_phrase,\b(oviductal|OSE|ovarian surface epithelium)\s+organoids?\b,advanced_cellular_model,"['oviductal organoids', 'OSE organoids']",Tissue-specific organoid terminology should be captured as advanced cellular models,PMID:32461556
vendor_indicator,"\b[A-Z][a-z]+\s+(Cruz|Technologies|Biotechnology),\s+[#A-Z0-9-]+\b",antibody,"['Santa Cruz, sc-23950', 'Cell Signaling Technology, #9661L']",Antibodies often listed with vendor name and catalog number in methods sections,PMID:32461556
term,\bsgRNAs?\b|\bsingle-guide RNAs?\b|\bguide RNAs?\b,genetic_reagent,"['sgRNAs were designed', 'single-guide RNAs (sgRNAs)']",CRISPR guide RNAs are key genetic reagents that should be captured,PMID:32461556
context_phrase,\busing\s+([A-Z][a-zA-Z]+)\s+software\b|\banalyzed\s+with\s+([A-Z][a-zA-Z]+)\b,computational_tool,"['using ImageJ software', 'analyzed with BWA']",Software usage context phrases reliably indicate computational tools,PMID:32461556
naming_convention,"\b[A-Z][a-z]+[0-9]+\s+antibody\b|\b[A-Z]{2,}\s+antibody\b",antibody,"['PAX8 antibody', 'KI67 antibody', 'GFP antibody']",Antibody names often follow protein/marker name + 'antibody' pattern,PMID:32461556
context_phrase,\bderived\s+organoids?\b|\borganoid\s+cultures?\b|\borganoid\s+lines?\b,advanced_cellular_model,"['derived organoids', 'organoid cultures', 'organoid lines']",Organoid derivation and culture terminology indicates advanced cellular models,PMID:32461556
naming_convention,\b[A-Z][a-z0-9]+flox/flox[;:]?[A-Z][a-z0-9]*Cre[+-]?\b,animal_model,"['Nf1flox/flox;PostnCre+', 'Nf1flox/floxRac1flox/flox;PostnCre+']",Mouse genetic nomenclature with flox/flox conditional alleles and Cre recombinase - standard format for genetically engineered mouse models,PMID:32471868
context_phrase,patient-derived .+ cell line,cell_line,['patient-derived NF1-/- Schwann cell line'],Patient-derived cell lines are important research tools and should be captured with this context phrase,PMID:32471868
term,shRNA library,genetic_reagent,['shRNA library screen'],shRNA libraries are common genetic screening tools that should be explicitly captured,PMID:32471868
context_phrase,genetically engineered .+ mice,animal_model,['Genetically engineered Nf1flox/flox;PostnCre+ mice'],Phrase that clearly indicates genetically modified mouse models used as research tools,PMID:32471868
naming_convention,"[A-Z]{1,3}[0-9]{1,3}(-[0-9]{1,2})?[A-Z]?",cell_line,"['S462', 'ST88-14', 'sNF96.2', '90-8', 'STS-26T', 'HS-Sch-2']",Many cell lines follow alphanumeric naming conventions that weren't caught by current patterns,PMID:32642733
naming_convention,CCD-[0-9]{4}[A-Z]{2},cell_line,['CCD-1112Sk'],ATCC cell lines often use CCD- prefix with numeric and letter suffixes,PMID:32642733
context_phrase,anti-[A-Za-z0-9α-ω-]+ antibody \([^)]+\),antibody,"['anti-KIF11 antibody (Proteintech)', 'anti-KIF15 antibody (Proteintech)']",Antibodies with vendor information in parentheses are strong indicators of tool usage,PMID:32642733
context_phrase,siRNA pool.*\([^)]*Dharmacon[^)]*\),genetic_reagent,"['siGENOME SMARTpool, Dharmacon']",Commercial siRNA products with vendor names indicate genetic reagent usage,PMID:32642733
context_phrase,p[A-Z0-9-_]+ \(Addgene\),genetic_reagent,['pX330-U6-Chimeric_BB-CBh-HSpCas0 (Addgene)'],Plasmids from Addgene repository are clear genetic reagents,PMID:32642733
