toolName,toolType,_pmid,_doi,_publicationTitle,_year,_confidence,_usageType,nf_specific,completeness_score,priority,strainNomenclature,animalModelGeneticDisorder,animalModelOfManifestation,targetAntigen,hostOrganism,clonality,organ,cellLineGeneticDisorder,cellLineManifestation,cellLineCategory,insertName,vectorType,vectorBackbone,promoter,softwareName,softwareType,softwareVersion,sourceRepository,modelType,derivationSource,cellTypes,organoidType,modelSystemType,patientDiagnosis,hostStrain,tumorType,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,_context,filter_reason
"Wechsler Adult Intelligence Scale, Version 4 (WAIS-IV)",clinical_assessment_tools,PMID:28725547,10.1016/j.nicl.2017.06.032,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wechsler Adult Intelligence Scale, Version 4 (WAIS-IV)",scale,adult,No,,"same measures from the Wechsler Adult Intelligence Scale, Version 4 (WAIS-IV; Wechsler, 2014) for the healthy controls","Assessment name not in title and 'tool' not in title — likely generic usage, not development: Wechsler Adult Intelligence Scale, Version 4 (WAIS-IV)"
University of Maryland Letter–Number Sequencing (LNS) task,clinical_assessment_tools,PMID:28725547,10.1016/j.nicl.2017.06.032,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Maryland Letter–Number Sequencing (LNS) task,performance test,adult,No,,"Working memory capacity was measured behaviorally using the University of Maryland Letter–Number Sequencing (LNS) task (Gold et al., 1997)","Assessment name not in title and 'tool' not in title — likely generic usage, not development: University of Maryland Letter–Number Sequencing (LNS) task"
Spatial capacity working memory (SCAP) task,clinical_assessment_tools,PMID:28725547,10.1016/j.nicl.2017.06.032,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatial capacity working memory (SCAP) task,performance test,adult,No,,"Participants viewed a visual array presenting 1, 3, 5, or 7 circles on the screen followed by a probe circle","Assessment name not in title and 'tool' not in title — likely generic usage, not development: Spatial capacity working memory (SCAP) task"
Vineland Adaptive Behaviour Scale (VABS-III),clinical_assessment_tools,PMID:37608248,10.1186/s11689-023-09492-y,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Vineland Adaptive Behaviour Scale (VABS-III),scale,caregiver,No,,parent-reported Adaptive Behaviour Composite (ABC) scores on the Vineland Adaptive Behaviour Scale (VABS-III),"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Vineland Adaptive Behaviour Scale (VABS-III)"
adaptive auditory n-back task,clinical_assessment_tools,PMID:37608248,10.1186/s11689-023-09492-y,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,,0.8,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,adaptive auditory n-back task,performance test,pediatric,No,,"performance on an adaptive auditory n-back task, and performance on a non-adaptive visual n-back task performed during EEG","Assessment name not in title and 'tool' not in title — likely generic usage, not development: adaptive auditory n-back task"
non-adaptive visual n-back task,clinical_assessment_tools,PMID:37608248,10.1186/s11689-023-09492-y,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,,0.8,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,non-adaptive visual n-back task,performance test,pediatric,No,,"performance on an adaptive auditory n-back task, and performance on a non-adaptive visual n-back task performed during EEG","Assessment name not in title and 'tool' not in title — likely generic usage, not development: non-adaptive visual n-back task"
Brief Pain Inventory Short Form (BPI-SF),clinical_assessment_tools,PMID:41602242,10.7759/cureus.100193,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Brief Pain Inventory Short Form (BPI-SF),questionnaire,adult,No,,responses to the Brief Pain Inventory Short Form (BPI-SF) [ 8 ]...a pain severity aggregate score of ≥3 on the BPI-SF [ 8 ] for pain experienced in the previous 2 weeks,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Brief Pain Inventory Short Form (BPI-SF)"
Patient Health Questionnaire (PHQ),clinical_assessment_tools,PMID:41602242,10.7759/cureus.100193,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Patient Health Questionnaire (PHQ),questionnaire,adult,No,,responses to...Patient Health Questionnaire (PHQ) [ 19 ]...evidence of moderate to severe depression or anxiety on the PHQ or GAD-7,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Patient Health Questionnaire (PHQ)"
Structured Clinical Interview for DSM Self Report version (SCID-SR),clinical_assessment_tools,PMID:41602242,10.7759/cureus.100193,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Structured Clinical Interview for DSM Self Report version (SCID-SR),structured interview,adult,No,,Structured Clinical Interview for DSM Self Report version (SCID-SR) [ 20 ]...evidence of psychosis or schizophrenia on the SCID-SR [ 20 ],"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Structured Clinical Interview for DSM Self Report version (SCID-SR)"
Generalized Anxiety Disorder 7 Item version (GAD-7),clinical_assessment_tools,PMID:41602242,10.7759/cureus.100193,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety Disorder 7 Item version (GAD-7),scale,adult,No,7.0,Generalized Anxiety Disorder 7 Item version (GAD-7) [ 21 ]...evidence of moderate to severe depression or anxiety on the PHQ or GAD-7,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Generalized Anxiety Disorder 7 Item version (GAD-7)"
PHQ-9,clinical_assessment_tools,PMID:41602242,10.7759/cureus.100193,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,PHQ-9,questionnaire,adult,No,9.0,The PHQ-9 and GAD-7 are copyrighted by Pfizer Inc. and are freely available for research and clinical use,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: PHQ-9"
Social Responsiveness Scale 2nd Edition,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Responsiveness Scale 2nd Edition,scale,caregiver,No,65.0,Children with NF1 that screen at risk for ASD on the parent-rated Social Responsiveness Scale 2nd Edition will be invited back to complete...,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Social Responsiveness Scale 2nd Edition"
Autism Diagnostic Observation Scale 2nd Edition,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.95,Experimental Usage,True,1.00,High,,,,,,,,,,,,,,,,,,,,,,,,,,,Autism Diagnostic Observation Scale 2nd Edition,structured interview,pediatric,Yes,,complete the Autism Diagnostic Observation Scale 2nd Edition and Autism Diagnostic Interview-Revised to determine whether they fulfil ASD diagnostic criteria,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Autism Diagnostic Observation Scale 2nd Edition"
Autism Diagnostic Interview-Revised,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.95,Experimental Usage,True,1.00,High,,,,,,,,,,,,,,,,,,,,,,,,,,,Autism Diagnostic Interview-Revised,structured interview,caregiver,Yes,95.0,complete the Autism Diagnostic Observation Scale 2nd Edition and Autism Diagnostic Interview-Revised to determine whether they fulfil ASD diagnostic criteria,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: Autism Diagnostic Interview-Revised"
WPPSI-IV,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,WPPSI-IV,performance test,pediatric,No,,WPPSI-IV 10 subtests providing 5 indices and full scale IQ Y,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: WPPSI-IV"
WISC-V,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,WISC-V,performance test,pediatric,No,,WISC-V 10 subtests providing 5 indices and full scale IQ S,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: WISC-V"
TEA-Ch Sky Search,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,TEA-Ch Sky Search,performance test,pediatric,No,,TEA-Ch Sky Search Assessing the ability to selectively attend to and identify 20 visual targets among distractors S,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: TEA-Ch Sky Search"
TEA-Ch Score!,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,TEA-Ch Score!,performance test,pediatric,No,,TEA-Ch Score! 10 trials assessing the ability to sustain attention by mentally counting aurally administered tones S,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: TEA-Ch Score!"
Shape School,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Shape School,performance test,pediatric,No,60.0,"Shape School 4 conditions (each with 15 items) assessing inhibition, task-switching and working memory abilities","Assessment name not in title and 'tool' not in title — likely generic usage, not development: Shape School"
NEPSY-II Inhibition,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,NEPSY-II Inhibition,performance test,pediatric,No,6.0,NESPY-II Inhibition 6 items assessing the ability to inhibit automatic responses in favour of novel responses,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: NEPSY-II Inhibition"
Tower of Hanoi,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower of Hanoi,performance test,pediatric,No,6.0,"Tower of Hanoi 6 items assessing set shifting, response inhibition, working memory and the ability to hold a set of rules in mind","Assessment name not in title and 'tool' not in title — likely generic usage, not development: Tower of Hanoi"
TEA-Ch Creature Counting,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,TEA-Ch Creature Counting,performance test,pediatric,No,,TEA-Ch Creature Counting 7 trials assessing the ability to accurately switch and redirect attention to count up/down S,"Assessment name not in title and 'tool' not in title — likely generic usage, not development: TEA-Ch Creature Counting"
WIAT-II Abbreviated,clinical_assessment_tools,PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,WIAT-II Abbreviated,performance test,pediatric,No,,"WIAT-II Abbreviated 3 subtests assessing numerical operations, spelling and single word reading S","Assessment name not in title and 'tool' not in title — likely generic usage, not development: WIAT-II Abbreviated"
