pmid,doi,title,journal,year,pmc_id,publication_types
PMID:34945792,10.3390/jpm11121320,Restoration of Normal NF1 Function with Antisense Morpholino Treatment of Recurrent Pathogenic Patient-Specific Variant c.1466A>G; p.Y489C.,Journal of personalized medicine,2021,PMC8705852,Journal Article
PMID:34944956,10.3390/cancers13246336,"Epilepsy in NF1: Epidemiologic, Genetic, and Clinical Features. A Monocentric Retrospective Study in a Cohort of 784 Patients.",Cancers,2021,PMC8699608,Journal Article
PMID:34944796,10.3390/cancers13246174,RNA Sequencing of Primary Cutaneous and Breast-Implant Associated Anaplastic Large Cell Lymphomas Reveals Infrequent Fusion Transcripts and Upregulation of PI3K/AKT Signaling via Neurotrophin Pathway Genes.,Cancers,2021,PMC8699465,Journal Article
PMID:34944094,10.3390/cells10123586,Somatic Mutational Profile of High-Grade Serous Ovarian Carcinoma and Triple-Negative Breast Carcinoma in Young and Elderly Patients: Similarities and Divergences.,Cells,2021,PMC8700427,Journal Article
PMID:34942892,10.3390/brainsci11121591,Dissociated Deficits between Explicit and Implicit Empathetic Pain Perception in Neurofibromatosis Type 1.,Brain sciences,2021,PMC8699130,Journal Article
PMID:34939467,10.1177/15330338211068964,Next Generation Sequencing Reveals Pathogenic and Actionable Genetic Alterations of Soft Tissue Sarcoma in Chinese Patients: A Single Center Experience.,Technology in cancer research & treatment,2021,PMC8721396,Journal Article
PMID:34930400,10.1186/s13018-021-02882-9,Efficacy and safety for combination of t-EMG with O-arm assisted pedicle screw placement in neurofibromatosis type I scoliosis surgery.,Journal of orthopaedic surgery and research,2021,PMC8686534,Journal Article
PMID:34884287,10.3390/jcm10235587,"E-Cadherin, Integrin Alpha2 (Cd49b), and Transferrin Receptor-1 (Tfr1) Are Promising Immunohistochemical Markers of Selected Adverse Pathological Features in Patients Treated with Radical Prostatectomy.",Journal of clinical medicine,2021,PMC8658679,Journal Article
PMID:34869834,10.1177/23743735211049644,Stopping to Listen: Using Qualitative Methods to Inform a Web-Based Platform for Adults With Neurofibromatosis.,Journal of patient experience,2021,PMC8640297,Journal Article
PMID:34868937,10.3389/fonc.2021.740782,Whole-Exome Sequencing Reveals Recurrent but Heterogeneous Mutational Profiles in Sporadic WHO Grade 1 Meningiomas.,Frontiers in oncology,2021,PMC8635692,Journal Article
PMID:34866697,10.1590/0100-3984.2020.0150,Neurofibromatosis type 1: evaluation by chest computed tomography.,Radiologia brasileira,2021,PMC8630947,Journal Article
PMID:34860166,10.5152/balkanmedj.2021.21049,Evaluation of the Mutation Profile via Next-Generation Sequencing in a Turkish Population With Non-small Cell Lung Cancer.,Balkan medical journal,2021,PMC8880901,Journal Article
PMID:34858280,10.3389/fpsyg.2021.751384,Visuospatial but Not Verbal Working Memory Deficits in Adult Patients With Neurofibromatosis Type 1.,Frontiers in psychology,2021,PMC8631787,Journal Article
PMID:34834399,10.3390/jpm11111047,Identification of Differentially Expressed Genes in Different Glioblastoma Regions and Their Association with Cancer Stem Cell Development and Temozolomide Response.,Journal of personalized medicine,2021,PMC8625522,Journal Article
PMID:34829727,10.3390/antiox10111856,Peroxiporins Are Induced upon Oxidative Stress Insult and Are Associated with Oxidative Stress Resistance in Colon Cancer Cell Lines.,"Antioxidants (Basel, Switzerland)",2021,PMC8615012,Journal Article
PMID:34814912,10.1186/s12891-021-04864-8,Halo traction combined with posterior-only approach correction for cervical kyphosis with Neurofibromatosis-1: minimum 2 years follow-up.,BMC musculoskeletal disorders,2021,PMC8609785,Journal Article
PMID:37533672,10.3906/biy-2108-96,Transcriptomic profiling of mice brain under Bex3 regulation.,Turkish journal of biology = Turk biyoloji dergisi,2022,PMC10393102,Journal Article
PMID:34812989,10.1007/s10014-021-00417-y,Molecular subtyping of ependymoma and prognostic impact of Ki-67.,Brain tumor pathology,2022,PMC8752536,Journal Article
PMID:34810298,10.5009/gnl210174,"Genetic, Clinicopathological, and Radiological Features of Intrahepatic Cholangiocarcinoma with Ductal Plate Malformation Pattern.",Gut and liver,2022,PMC9289835,Journal Article
PMID:34809690,10.1186/s13023-021-02121-8,Optic pathway glioma and the sex association in neurofibromatosis type 1: a single-center study.,Orphanet journal of rare diseases,2021,PMC8607578,Journal Article
PMID:34793666,10.4143/crt.2021.978,Implication and Influence of Multigene Panel Testing with Genetic Counseling in Korean Patients with BRCA1/2 Mutation-Negative Breast Cancer.,Cancer research and treatment,2022,PMC9582472,Journal Article
PMID:34782607,10.1038/s41525-021-00258-w,Pathogenic neurofibromatosis type 1 (NF1) RNA splicing resolved by targeted RNAseq.,NPJ genomic medicine,2021,PMC8593033,Journal Article
PMID:34779495,10.3892/or.2021.8226,Expression of neurofibromin 1 in colorectal cancer and cetuximab resistance.,Oncology reports,2022,PMC8611403,Journal Article
PMID:34746884,10.1016/j.jtocrr.2021.100222,Coexpression of ΔNp63/p40 and TTF1 Within Most of the Same Individual Cells Identifies Life-Threatening NSCLC Featuring Squamous and Glandular Biphenotypic Differentiation: Clinicopathologic Correlations.,JTO clinical and research reports,2021,PMC8551500,Journal Article
PMID:34745832,10.1055/s-0040-1715606,Cochlear Implantation in Vestibular Schwannoma: A Systematic Literature Review.,"Journal of neurological surgery. Part B, Skull base",2021,PMC8563268,Journal Article
PMID:34729306,10.1016/j.apsb.2021.03.022,"3D disorganization and rearrangement of genome provide insights into pathogenesis of NAFLD by integrated Hi-C, Nanopore, and RNA sequencing.",Acta pharmaceutica Sinica. B,2021,PMC8546856,Journal Article
PMID:34727946,10.1186/s13023-021-02097-5,Alterations in brain morphology by MRI in adults with neurofibromatosis 1.,Orphanet journal of rare diseases,2021,PMC8561988,Journal Article
PMID:34712603,10.3389/fonc.2021.668466,The Genomic Landscape of Serrated Lesion of the Colorectum: Similarities and Differences With Tubular and Tubulovillous Adenomas.,Frontiers in oncology,2021,PMC8546104,Journal Article
PMID:34703146,10.4103/0973-029X.325263,Plexiform neurofibroma with nevus of ota-rare presentation.,Journal of oral and maxillofacial pathology : JOMFP,2021,PMC8491357,Journal Article
PMID:34698264,10.3390/ncrna7040063,MicroRNA Isoforms Contribution to Melanoma Pathogenesis.,Non-coding RNA,2021,PMC8544706,Journal Article
PMID:34697858,10.1111/cpr.13144,"Deletion of Nf2 in neural crest-derived tongue mesenchyme alters tongue shape and size, Hippo signalling and cell proliferation in a region- and stage-specific manner.",Cell proliferation,2021,PMC8666282,Journal Article
PMID:34692515,10.3389/fonc.2021.738300,SUZ12 Loss Amplifies the Ras/ERK Pathway by Activating Adenylate Cyclase 1 in NF1-Associated Neurofibromas.,Frontiers in oncology,2021,PMC8526866,Journal Article
PMID:34680380,10.3390/cancers13205233,Liquid Biopsy as a Diagnostic and Prognostic Tool for Women and Female Dogs with Breast Cancer.,Cancers,2021,PMC8533706,Journal Article
PMID:34680367,10.3390/cancers13205219,Mutational Characterization of Cutaneous Melanoma Supports Divergent Pathways Model for Melanoma Development.,Cancers,2021,PMC8533762,Journal Article
PMID:34680262,10.3390/cancers13205115,The Association of Metastasis Pattern and Management of Metastatic Disease with Oncological Outcomes in Patients with Malignant Peripheral Nerve Sheath Tumors: A Multicenter Cohort Study.,Cancers,2021,PMC8533923,Journal Article
PMID:34673814,10.1371/journal.pone.0258802,The clinico-pathologic profile of primary and recurrent orbital/periorbital plexiform neurofibromas (OPPN).,PloS one,2021,PMC8530295,Journal Article
PMID:34667843,10.1002/lio2.643,"Early phase clinical studies of AR-42, a histone deacetylase inhibitor, for neurofibromatosis type 2-associated vestibular schwannomas and meningiomas.",Laryngoscope investigative otolaryngology,2021,PMC8513424,Journal Article
PMID:37090834,10.1055/s-0041-1736457,Novel Variants and Clinical Characteristics of 16 Patients from Southeast Asia with Genetic Variants in Neurofibromin-1.,Journal of pediatric genetics,2023,PMC10118707,Journal Article
PMID:34662294,10.1530/EC-21-0455,Metastatic cluster 2-related pheochromocytoma/paraganglioma: a single-center experience and systematic review.,Endocrine connections,2021,PMC8630763,Journal Article
PMID:34652463,10.1007/s00062-021-01102-5,Long-term Follow-up and Histological Correlation of Peripheral Nervous System Alterations in Neurofibromatosis Type 2.,Clinical neuroradiology,2022,PMC8894150,Journal Article
PMID:34647023,10.1093/noajnl/vdab129,A genetic mouse model with postnatal ,Neuro-oncology advances,2021,PMC8500687,Journal Article
PMID:34646065,10.1155/2021/9386823,Survival and ,Sarcoma,2021,PMC8505086,Journal Article
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,Frontiers in genetics,2021,PMC8495252,Journal Article
PMID:34629735,10.1293/tox.2021-0029,Genome editing of ,Journal of toxicologic pathology,2021,PMC8484922,Journal Article
PMID:34627329,10.1186/s13023-021-02051-5,Executive functions and quality of life in children with neurofibromatosis type 1.,Orphanet journal of rare diseases,2021,PMC8501592,Journal Article
PMID:34621176,10.3389/fphar.2021.750352,Quinacrine Has Preferential Anticancer Effects on Mesothelioma Cells With Inactivating NF2 Mutations.,Frontiers in pharmacology,2021,PMC8490927,Journal Article
PMID:34604833,10.1016/j.xjidi.2021.100044,Insights into the Pathogenesis of NF1-Associated Neoplasms.,JID innovations : skin science from molecules to population health,2021,PMC8486282,Journal Article
PMID:34604751,10.1093/noajnl/vdab116,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,Neuro-oncology advances,2021,PMC8482787,Journal Article
PMID:34603530,10.3892/etm.2021.10697,Autophagy is involved in neurofibromatosis type I gene-modulated osteogenic differentiation in human bone mesenchymal stem cells.,Experimental and therapeutic medicine,2021,PMC8453340,Journal Article
PMID:34601710,10.1007/s10143-021-01651-w,The immunohistochemical expression of SSTR2A is an independent prognostic factor in meningioma.,Neurosurgical review,2022,PMC9349155,Journal Article
PMID:34594355,10.3389/fgene.2021.608742,Genomic Profiling Reveals the Molecular Landscape of Gastrointestinal Tract Cancers in Chinese Patients.,Frontiers in genetics,2021,PMC8478156,Journal Article
PMID:34581917,10.1186/s40792-021-01299-0,A case of appendiceal ganglioneuroma in neurofibromatosis type 1.,Surgical case reports,2021,PMC8479022,Journal Article
PMID:34579089,10.3390/nu13093212,A Maternal High-Fat Diet during Early Development Provokes Molecular Changes Related to Autism Spectrum Disorder in the Rat Offspring Brain.,Nutrients,2021,PMC8467420,Journal Article
PMID:34576341,10.3390/ijms221810178,Blockade of Serotonin 5-HT,International journal of molecular sciences,2021,PMC8467191,Journal Article
PMID:34573290,10.3390/genes12091308,Performance Evaluation of SpliceAI for the Prediction of Splicing of ,Genes,2021,PMC8472818,Journal Article
PMID:34572759,10.3390/cancers13184532,"Multi-Platform Classification of IDH-Wild-Type Glioblastoma Based on ERK/MAPK Pathway: Diagnostic, Prognostic and Therapeutic Implications.",Cancers,2021,PMC8470497,Journal Article
PMID:34570301,10.1007/s11060-021-03852-1,Psychological resiliency explains the relationship between emotional distress and quality of life in neurofibromatosis.,Journal of neuro-oncology,2021,PMC11862902,Journal Article
PMID:34568003,10.3389/fonc.2021.647512,Transcriptomic and Mutational Analysis Discovering Distinct Molecular Characteristics Among Chinese Thymic Epithelial Tumor Patients.,Frontiers in oncology,2021,PMC8456088,Journal Article
PMID:34552618,10.3389/fgene.2021.709666,Establishment of an Endocytosis-Related Prognostic Signature for Patients With Low-Grade Glioma.,Frontiers in genetics,2021,PMC8450508,Journal Article
PMID:34539995,,Characterization of a newly established schwannoma cell line from a sporadic vestibular schwannoma patient.,American journal of translational research,2021,PMC8430072,Journal Article
PMID:34513554,10.1055/s-0040-1714110,Clinical and Imaging Response to Trigeminal Schwannoma Radiosurgery: A Retrospective Analysis of a 28-Year Experience.,"Journal of neurological surgery. Part B, Skull base",2021,PMC8421123,Journal Article
PMID:34512590,10.3389/fmicb.2021.712189,Analysis of Sour Porridge Microbiota and Improvement of Cooking Quality ,Frontiers in microbiology,2021,PMC8428527,Journal Article
PMID:34503126,10.3390/cancers13174317,Comprehensively Exploring the Mutational Landscape and Patterns of Genomic Evolution in Hypermutated Cancers.,Cancers,2021,PMC8431047,Journal Article
PMID:34502749,10.3390/s21175859,Multiplex Detection of Magnetic Beads Using Offset Field Dependent Frequency Mixing Magnetic Detection.,"Sensors (Basel, Switzerland)",2021,PMC8433651,Journal Article
PMID:34485194,10.3389/fped.2021.703613,Clinical and Cytometric Study of Immune Involvement in a Heterogeneous Cohort of Subjects With RASopathies and mTORopathies.,Frontiers in pediatrics,2021,PMC8414575,Journal Article
PMID:34475743,10.20524/aog.2021.0643,Epidemiology of neuroendocrine tumors of the appendix in the USA: a population-based national study (2014-2019).,Annals of gastroenterology,2021,PMC8375642,Journal Article
PMID:34471630,10.1007/s12070-020-02321-x,Neurofibromatosis 2: Primary Modality of Hearing Rehabilitation with Cochlear Implant.,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2021,PMC8364601,Journal Article
PMID:34461930,10.1186/s13000-021-01140-0,Assessment of H3K27me3 immunohistochemistry and combination of NF1 and p16 deletions by fluorescence in situ hybridization in the differential diagnosis of malignant peripheral nerve sheath tumor and its histological mimics.,Diagnostic pathology,2021,PMC8404283,Journal Article
PMID:34449562,10.3390/cimb43020057,Application of Combined Long Amplicon Sequencing (CoLAS) for Genetic Analysis of Neurofibromatosis Type 1: A Pilot Study.,Current issues in molecular biology,2021,PMC8929138,Journal Article
