pmid,title,doi,journal,year,source,query_type
PMID:23348505,"Genomic analysis of non-NF2 meningiomas reveals mutations in TRAF7, KLF4, AKT1, and SMO.",10.1126/science.1233009,"Science (New York, N.Y.)",2013,pubmed,bench
PMID:23328114,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,10.18632/oncotarget.793,Oncotarget,2013,pubmed,bench
PMID:23325962,Congenital pseudarthrosis of the tibia: Management and complications.,10.4103/0019-5413.104184,Indian journal of orthopaedics,2012,pubmed,bench
PMID:23318430,EGFR-STAT3 signaling promotes formation of malignant peripheral nerve sheath tumors.,10.1038/onc.2012.579,Oncogene,2014,pubmed,bench
PMID:23312374,Modeling cognitive dysfunction in neurofibromatosis-1.,10.1016/j.tins.2012.12.002,Trends in neurosciences,2013,pubmed,bench
PMID:23308224,"Neurofibromatosis type 2 tumor suppressor protein, NF2, induces proteasome-mediated degradation of JC virus T-antigen in human glioblastoma.",10.1371/journal.pone.0053447,PloS one,2013,pubmed,bench
PMID:23295772,Optic pathway gliomas in adolescence--time to challenge treatment choices?,10.1093/neuonc/nos312,Neuro-oncology,2013,pubmed,bench
PMID:23268719,Isobutylhydroxyamides from the pericarp of Nepalese Zanthoxylum armatum inhibit NF1-defective tumor cell line growth.,10.1021/np300696g,Journal of natural products,2013,pubmed,bench
PMID:23267122,"Neurofibromatosis type 2 protein, NF2: an uncoventional cell cycle regulator.",,Anticancer research,2013,pubmed,bench
PMID:23244685,Molecular heterogeneity in malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1.,10.1186/1479-7364-6-18,Human genomics,2012,pubmed,bench
PMID:23239959,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,10.1159/000342698,Molecular syndromology,2012,pubmed,bench
PMID:23229624,Prenatal rapamycin results in early and late behavioral abnormalities in wildtype C57BL/6 mice.,10.1007/s10519-012-9571-9,Behavior genetics,2013,pubmed,bench
PMID:23225063,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,10.1002/ana.23793,Annals of neurology,2013,pubmed,bench
PMID:23221341,MEK inhibition exhibits efficacy in human and mouse neurofibromatosis tumors.,10.1172/JCI60578,The Journal of clinical investigation,2013,pubmed,bench
PMID:23221339,Normal hematopoiesis and neurofibromin-deficient myeloproliferative disease require Erk.,10.1172/JCI66167,The Journal of clinical investigation,2013,pubmed,bench
PMID:23221337,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,10.1172/JCI63193,The Journal of clinical investigation,2013,pubmed,bench
PMID:23213372,Stability of the tumor suppressor merlin depends on its ability to bind paxillin LD3 and associate with β1 integrin and actin at the plasma membrane.,10.1242/bio.20122121,Biology open,2012,pubmed,bench
PMID:23205844,"Understanding relationships between autism, intelligence, and epilepsy: a cross-disorder approach.",10.1111/dmcn.12044,Developmental medicine and child neurology,2013,pubmed,bench
PMID:23205330,Carbon dioxide laser treatment of cutaneous neurofibromas.,10.1007/s13555-012-0007-5,Dermatology and therapy,2012,pubmed,bench
PMID:23197650,Heterozygous inactivation of the Nf1 gene in myeloid cells enhances neointima formation via a rosuvastatin-sensitive cellular pathway.,10.1093/hmg/dds502,Human molecular genetics,2013,pubmed,bench
PMID:23175848,Neurofibromin mediates FAK signaling in confining synapse growth at Drosophila neuromuscular junctions.,10.1523/JNEUROSCI.1756-12.2012,The Journal of neuroscience : the official journal of the Society for Neuroscience,2012,pubmed,bench
PMID:23175151,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,10.1038/bjc.2012.518,British journal of cancer,2013,pubmed,bench
PMID:23158014,An emerging role for microRNAs in NF1 tumorigenesis.,10.1186/1479-7364-6-23,Human genomics,2012,pubmed,bench
PMID:23151902,"Histone deacetylase inhibitor AR-42 differentially affects cell-cycle transit in meningeal and meningioma cells, potently inhibiting NF2-deficient meningioma growth.",10.1158/0008-5472.CAN-12-1888,Cancer research,2013,pubmed,bench
PMID:23144792,c-Fms signaling mediates neurofibromatosis Type-1 osteoclast gain-in-functions.,10.1371/journal.pone.0046900,PloS one,2012,pubmed,bench
PMID:23140466,Regression of schwannomas induced by adeno-associated virus-mediated delivery of caspase-1.,10.1089/hum.2012.094,Human gene therapy,2013,pubmed,bench
PMID:23139750,Impaired Pten expression in human malignant peripheral nerve sheath tumours.,10.1371/journal.pone.0047595,PloS one,2012,pubmed,bench
PMID:23124644,Anatomic MR imaging and functional diffusion tensor imaging of peripheral nerve tumors and tumorlike conditions.,10.3174/ajnr.A3316,AJNR. American journal of neuroradiology,2013,pubmed,bench
PMID:23108260,A-Z of malignant peripheral nerve sheath tumors.,10.1102/1470-7330.2012.0043,Cancer imaging : the official publication of the International Cancer Imaging Society,2012,pubmed,bench
PMID:23099891,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,10.1007/s00401-012-1056-7,Acta neuropathologica,2013,pubmed,bench
PMID:23087000,Dedifferentiation of neurons and astrocytes by oncogenes can induce gliomas in mice.,10.1126/science.1226929,"Science (New York, N.Y.)",2012,pubmed,bench
PMID:23082153,Nf1 RasGAP inhibition of LIMK2 mediates a new cross-talk between Ras and Rho pathways.,10.1371/journal.pone.0047283,PloS one,2012,pubmed,bench
PMID:23073669,Temporal processing in the auditory system: insights from cochlear and auditory midbrain implantees.,10.1007/s10162-012-0354-z,Journal of the Association for Research in Otolaryngology : JARO,2013,pubmed,bench
PMID:23071067,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,10.1158/0008-5472.CAN-12-1728,Cancer research,2012,pubmed,bench
PMID:23056445,Neurofibromin 1 is a miRNA target in neurons.,10.1371/journal.pone.0046773,PloS one,2012,pubmed,bench
PMID:23055477,Neurofibromatosis type 1: modeling CNS dysfunction.,10.1523/JNEUROSCI.3242-12.2012,The Journal of neuroscience : the official journal of the Society for Neuroscience,2012,pubmed,bench
PMID:23045281,Rac1 is required for Prkar1a-mediated Nf2 suppression in Schwann cell tumors.,10.1038/onc.2012.374,Oncogene,2013,pubmed,bench
PMID:22980241,"Pattern of skin diseases at university of Benin teaching hospital, Benin city, Edo State, South-South Nigeria: a 12 month prospective study.",10.5539/gjhs.v4n3p148,Global journal of health science,2012,pubmed,bench
PMID:22949158,Jelly Belly trans-synaptic signaling to anaplastic lymphoma kinase regulates neurotransmission strength and synapse architecture.,10.1002/dneu.22056,Developmental neurobiology,2013,pubmed,bench
PMID:22945628,Loss of tumor suppressor NF1 activates HSF1 to promote carcinogenesis.,10.1172/JCI62727,The Journal of clinical investigation,2012,pubmed,bench
PMID:22943010,Molecular pathology of pancreatic neuroendocrine tumors.,10.3978/j.issn.2078-6891.2012.018,Journal of gastrointestinal oncology,2012,pubmed,bench
PMID:22942771,Secretome survey of human plexiform neurofibroma derived Schwann Cells reveals a secreted form of the RARRES1 protein.,10.3390/ijms13079380,International journal of molecular sciences,2012,pubmed,bench
PMID:22931905,Development of drug treatments for neurofibromatosis type 2-associated vestibular schwannoma.,10.1097/MOO.0b013e328357d2ee,Current opinion in otolaryngology & head and neck surgery,2012,pubmed,bench
PMID:22918238,Convergent signaling in the regulation of connective tissue growth factor in malignant mesothelioma: TGFβ signaling and defects in the Hippo signaling cascade.,10.4161/cc.21397,"Cell cycle (Georgetown, Tex.)",2012,pubmed,bench
PMID:22916147,Applying microsatellite multiplex PCR analysis (MMPA) for determining allele copy-number status and percentage of normal cells within tumors.,10.1371/journal.pone.0042682,PloS one,2012,pubmed,bench
PMID:22912849,Merlin is a negative regulator of human melanoma growth.,10.1371/journal.pone.0043295,PloS one,2012,pubmed,bench
PMID:22901811,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,10.1016/j.cell.2012.06.034,Cell,2012,pubmed,bench
PMID:22891239,Inhibition of transmitter release and attenuation of anti-retroviral-associated and tibial nerve injury-related painful peripheral neuropathy by novel synthetic Ca2+ channel peptides.,10.1074/jbc.M112.378695,The Journal of biological chemistry,2012,pubmed,bench
PMID:22881119,The adverse influence of attention-deficit disorder with or without hyperactivity on cognition in neurofibromatosis type 1.,10.1111/j.1469-8749.2012.04377.x,Developmental medicine and child neurology,2012,pubmed,bench
PMID:22858714,Radiographic association of schwannomas with sensory ganglia.,10.1097/MAO.0b013e318263d315,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2012,pubmed,bench
PMID:22825583,New strategies in pleural mesothelioma: BAP1 and NF2 as novel targets for therapeutic development and risk assessment.,10.1158/1078-0432.CCR-11-2375,Clinical cancer research : an official journal of the American Association for Cancer Research,2012,pubmed,bench
PMID:22821737,The Learning Disabilities Network (LeaDNet): using neurofibromatosis type 1 (NF1) as a paradigm for translational research.,10.1002/ajmg.a.35535,American journal of medical genetics. Part A,2012,pubmed,bench
PMID:22821631,The plexiform neurofibroma microenvironment.,10.1007/s12307-012-0115-x,Cancer microenvironment : official journal of the International Cancer Microenvironment Society,2012,pubmed,bench
PMID:22811580,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,10.1158/1078-0432.CCR-12-1072,Clinical cancer research : an official journal of the American Association for Cancer Research,2012,pubmed,bench
PMID:22798428,Group I p21-activated kinases (PAKs) promote tumor cell proliferation and survival through the AKT1 and Raf-MAPK pathways.,10.1158/1541-7786.MCR-12-0082,Molecular cancer research : MCR,2012,pubmed,bench
PMID:22778675,Perioperative management of neurofibromatosis type 1.,,Ochsner journal,2012,pubmed,bench
PMID:22776759,Computer-based identification of a novel LIMK1/2 inhibitor that synergizes with salirasib to destabilize the actin cytoskeleton.,10.18632/oncotarget.525,Oncotarget,2012,pubmed,bench
PMID:22750751,Merlin: the wizard requires protein stability to function as a tumor suppressor.,10.1016/j.bbcan.2012.06.005,Biochimica et biophysica acta,2012,pubmed,bench
PMID:22742554,Differentiating neurotized melanocytic nevi from neurofibromas using Melan-A (MART-1) immunohistochemical stain.,10.5858/arpa.2011-0335-OA,Archives of pathology & laboratory medicine,2012,pubmed,bench
PMID:22723888,Abnormal brain activation in neurofibromatosis type 1: a link between visual processing and the default mode network.,10.1371/journal.pone.0038785,PloS one,2012,pubmed,bench
PMID:22718995,MicroRNA-204 critically regulates carcinogenesis in malignant peripheral nerve sheath tumors.,10.1093/neuonc/nos124,Neuro-oncology,2012,pubmed,bench
PMID:22691888,Pheochromocytoma: implications in tumorigenesis and the actual management.,,Minerva endocrinologica,2012,pubmed,bench
PMID:22654338,Plexiform neurofibroma of the submandibular salivary gland: a rare tumour.,10.1007/s12262-010-0174-5,The Indian journal of surgery,2011,pubmed,bench
PMID:22619737,Plasticity and mTOR: towards restoration of impaired synaptic plasticity in mTOR-related neurogenetic disorders.,10.1155/2012/486402,Neural plasticity,2012,pubmed,bench
PMID:22595235,"Merlin, a multi-suppressor from cell membrane to the nucleus.",10.1016/j.febslet.2012.03.016,FEBS letters,2012,pubmed,bench
PMID:22578218,Finding a better drug for epilepsy: the mTOR pathway as an antiepileptogenic target.,10.1111/j.1528-1167.2012.03506.x,Epilepsia,2012,pubmed,bench
PMID:22555179,Succinate dehydrogenase-deficient GISTs are characterized by IGF1R overexpression.,10.1038/modpathol.2012.77,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",2012,pubmed,bench
PMID:22550514,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,10.1155/2012/646725,Stem cells international,2012,pubmed,bench
PMID:22526161,MicroRNA-21 correlates with tumorigenesis in malignant peripheral nerve sheath tumor (MPNST) via programmed cell death protein 4 (PDCD4).,10.1007/s00432-012-1223-1,Journal of cancer research and clinical oncology,2012,pubmed,bench
PMID:22525268,"The NF2 tumor suppressor regulates microtubule-based vesicle trafficking via a novel Rac, MLK and p38(SAPK) pathway.",10.1038/onc.2012.135,Oncogene,2013,pubmed,bench
PMID:22503123,Long-term natural history of neurofibromatosis Type 2-associated intracranial tumors.,10.3171/2012.3.JNS111649,Journal of neurosurgery,2012,pubmed,bench
PMID:22493760,Oncologic manifestations of neurofibromatosis type 1 in Korea.,10.4174/jkss.2012.82.4.205,Journal of the Korean Surgical Society,2012,pubmed,bench
PMID:22493273,Neurofibromatosis-like phenotype in Drosophila caused by lack of glucosylceramide extension.,10.1073/pnas.1115453109,Proceedings of the National Academy of Sciences of the United States of America,2012,pubmed,bench
PMID:22488919,Is double inactivation of the Nf1 gene responsible for the development of congenital pseudarthrosis of the tibia associated with NF1?,10.1002/jor.22121,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,2012,pubmed,bench
PMID:22479462,Cross-species analyses identify the BNIP-2 and Cdc42GAP homology (BCH) domain as a distinct functional subclass of the CRAL_TRIO/Sec14 superfamily.,10.1371/journal.pone.0033863,PloS one,2012,pubmed,bench
PMID:22466437,Effective neurofibromatosis therapeutics blocking the oncogenic kinase PAK1.,10.5582/ddt.2011.v5.6.266,Drug discoveries & therapeutics,2011,pubmed,bench
PMID:22449146,From neurodevelopment to neurodegeneration: the interaction of neurofibromin and valosin-containing protein/p97 in regulation of dendritic spine formation.,10.1186/1423-0127-19-33,Journal of biomedical science,2012,pubmed,bench
