pmid,title,verdict,reasoning
PMID:33032988,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Parse error - defaulted to include
PMID:33078583,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,INCLUDE,Parse error - defaulted to include
PMID:33080011,"Temporal, spatial, and genetic constraints contribute to the patterning and penetrance of murine neurofibromatosis-1 optic glioma.",INCLUDE,Parse error - defaulted to include
PMID:33082502,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,INCLUDE,Parse error - defaulted to include
PMID:33085177,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,INCLUDE,Parse error - defaulted to include
PMID:33160273,Modeling tumors of the peripheral nervous system associated with Neurofibromatosis type 1: Reprogramming plexiform neurofibroma cells.,INCLUDE,Parse error - defaulted to include
PMID:33197677,Effects of a mind-body program on symptoms of depression and perceived stress among adults with neurofibromatosis type 2 who are deaf: A live-video randomized controlled trial.,INCLUDE,Parse error - defaulted to include
PMID:33273014,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,INCLUDE,Parse error - defaulted to include
PMID:33279959,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",INCLUDE,Parse error - defaulted to include
PMID:33356508,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,INCLUDE,Parse error - defaulted to include
PMID:33413690,Human cutaneous neurofibroma matrisome revealed by single-cell RNA sequencing.,INCLUDE,Parse error - defaulted to include
PMID:33436083,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,INCLUDE,Parse error - defaulted to include
PMID:33442015,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,INCLUDE,Parse error - defaulted to include
PMID:33484105,Circulating free DNA in the plasma of individuals with neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:33507258,Assessment of RAS Dependency for BRAF Alterations Using Cancer Genomic Databases.,INCLUDE,Parse error - defaulted to include
PMID:33507822,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,INCLUDE,Parse error - defaulted to include
PMID:33574490,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,INCLUDE,Parse error - defaulted to include
PMID:33625502,"Efficacy of a Brief, Peer-Delivered Self-management Intervention for Patients With Rare Chronic Diseases: A Randomized Clinical Trial.",INCLUDE,Parse error - defaulted to include
PMID:33673681,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,INCLUDE,Parse error - defaulted to include
PMID:33767727,Molecular Diagnosis of Neurofibromatosis by Multigene Panel Testing.,INCLUDE,Parse error - defaulted to include
PMID:33817379,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:33948356,Cordycepin inhibits the proliferation of malignant peripheral nerve sheath tumor cells through the p53/Sp1/tubulin pathway.,INCLUDE,Parse error - defaulted to include
PMID:33963966,Cognitive and Electrophysiological Correlates of Working Memory Impairments in Neurofibromatosis Type 1.,INCLUDE,Parse error - defaulted to include
PMID:33972401,Associative Learning Requires Neurofibromin to Modulate GABAergic Inputs to Drosophila Mushroom Bodies.,INCLUDE,Parse error - defaulted to include
PMID:34010628,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,INCLUDE,Parse error - defaulted to include
PMID:34011935,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,INCLUDE,Parse error - defaulted to include
PMID:34040258,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,INCLUDE,Parse error - defaulted to include
PMID:34043012,RNA sequence analysis reveals ITGAL/CD11A as a stromal regulator of murine low-grade glioma growth.,INCLUDE,Parse error - defaulted to include
PMID:34049498,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,INCLUDE,Parse error - defaulted to include
PMID:34053190,Transcriptomic signature of painful human neurofibromatosis type 2 schwannomas.,EXCLUDE,"Transcriptomic analysis, no specific research tool mentioned"
PMID:34065204,RABL6A Regulates Schwann Cell Senescence in an RB1-Dependent Manner.,EXCLUDE,"Schwann cell senescence study, no specific tool developed"
PMID:34075397,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,INCLUDE,Genetically engineered mouse model of NF2
PMID:34079083,WNT5A inhibition alters the malignant peripheral nerve sheath tumor microenvironment and enhances tumor growth.,EXCLUDE,"Tumor microenvironment study, no specific tool"
PMID:34155781,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,INCLUDE,Clinical trial using L-carnitine as potential intervention tool
PMID:34215596,Acceptance and commitment therapy meets peer-support. Development of a supportive self-care intervention for patients with rare diseases: a multistage development process.,EXCLUDE,"Intervention development methodology, no specific research tool"
PMID:34229750,Integrated in silico MS-based phosphoproteomics and network enrichment analysis of RASopathy proteins.,EXCLUDE,"Computational analysis, no novel tool mentioned"
PMID:34230196,Reliability of Handheld Dynamometry to Measure Focal Muscle Weakness in Neurofibromatosis Types 1 and 2.,INCLUDE,Handheld dynamometry as clinical assessment tool
PMID:34230198,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,INCLUDE,Patient-reported outcome measure recommendations
PMID:34230200,Imaging Evaluation of Plexiform Neurofibromas in Neurofibromatosis Type 1: A Survey-Based Assessment.,INCLUDE,Imaging evaluation survey/tool development
PMID:34230203,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,INCLUDE,Patient hearing report recommendations
PMID:34230204,Measuring the Effect of Cutaneous Neurofibromas on Quality of Life in Neurofibromatosis Type 1.,INCLUDE,Quality of life measurement tool development
PMID:34230205,Recommendations for Social Skills End Points for Clinical Trials in Neurofibromatosis Type 1.,INCLUDE,Social skills assessment tool recommendations
PMID:34230208,Enhancing Neurofibromatosis Clinical Trial Outcome Measures Through Patient Engagement: Lessons From REiNS.,INCLUDE,Patient engagement methodology for clinical trial tools
PMID:34257279,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,INCLUDE,Drosophila model for metabolic rate research
PMID:34264955,Brigatinib causes tumor shrinkage in both NF2-deficient meningioma and schwannoma through inhibition of multiple tyrosine kinases but not ALK.,EXCLUDE,"Drug screening study, no specific tool"
PMID:34297428,RNA-sequencing highlights differential regulated pathways involved in cell cycle and inflammation in orbitofacial neurofibromas.,EXCLUDE,"RNA sequencing analysis, no novel tool"
PMID:34337379,Conformational flexibility determines the Nf2/merlin tumor suppressor functions.,EXCLUDE,"Protein conformational study, no research tool"
PMID:34352618,Characterization of UMi031-A-2 inducible pluripotent stem cell line with a neurofibromatosis type 2-associated mutation.,INCLUDE,Induced pluripotent stem cell line with NF2 mutation
PMID:34377779,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,INCLUDE,MEK inhibitor impact on neurocognitive functioning
PMID:34416167,Anti-PD-1/L1 lead-in before MAPK inhibitor combination maximizes antitumor immunity and efficacy.,EXCLUDE,"Immunotherapy combination study, no specific tool"
PMID:34428430,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,INCLUDE,Developmental window treatment model
PMID:34464388,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,INCLUDE,Cell-free DNA ultra-low-pass whole genome sequencing
PMID:34487172,Machine learning approach to differentiation of peripheral schwannomas and neurofibromas: A multi-center study.,INCLUDE,Machine learning approach for tumor differentiation
PMID:34534577,Combined Cyclin-Dependent Kinase Inhibition Overcomes MAPK/Extracellular Signal-Regulated Kinase Kinase Inhibitor Resistance in Plexiform Neurofibroma of Neurofibromatosis Type I.,EXCLUDE,"Drug combination study, no specific tool"
PMID:34573290,Performance Evaluation of SpliceAI for the Prediction of Splicing of ,INCLUDE,SpliceAI variant prediction tool evaluation
PMID:34603530,Autophagy is involved in neurofibromatosis type I gene-modulated osteogenic differentiation in human bone mesenchymal stem cells.,EXCLUDE,"Cellular differentiation study, no specific tool"
PMID:34604751,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,INCLUDE,MR-guided high-intensity focused ultrasound treatment feasibility
PMID:34627329,Executive functions and quality of life in children with neurofibromatosis type 1.,EXCLUDE,Executive function and quality of life study
PMID:34630515,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,INCLUDE,CRISPR/Cas9 genetic engineering tool assessment
PMID:34664663,Longitudinal Investigation of Early Motor Development in Neurofibromatosis Type 1.,INCLUDE,Longitudinal motor development assessment tool
PMID:34692515,SUZ12 Loss Amplifies the Ras/ERK Pathway by Activating Adenylate Cyclase 1 in NF1-Associated Neurofibromas.,EXCLUDE,"Molecular pathway study, no specific tool"
PMID:34699786,Inhibition of ERK/MAPK signaling as potential therapy to prevent optic pathway glioma in infants with neurofibromatosis type 1.,EXCLUDE,"Signaling pathway review, no tool"
PMID:34707296,The structure of neurofibromin isoform 2 reveals different functional states.,EXCLUDE,"Protein structural analysis, no research tool"
PMID:34728553,RKIP Induction Promotes Tumor Differentiation via SOX2 Degradation in NF2-Deficient Conditions.,EXCLUDE,"Molecular mechanism study, no tool"
PMID:34782607,Pathogenic neurofibromatosis type 1 (NF1) RNA splicing resolved by targeted RNAseq.,INCLUDE,Targeted RNAseq for RNA splicing analysis
PMID:34880260,Asthma reduces glioma formation by T cell decorin-mediated inhibition of microglia.,EXCLUDE,"Glioma formation study, no specific tool"
PMID:34918118,Origins of biallelic inactivation of NF2 in neurofibromatosis type 2.,EXCLUDE,Genetic inactivation mechanism study
PMID:34934133,MEK inhibition exerts temporal and myeloid cell-specific effects in the pathogenesis of neurofibromatosis type 1 arteriopathy.,EXCLUDE,MEK inhibition pathway study
PMID:34935315,Analysis of muscle tissue in vivo using fiber-optic autofluorescence and diffuse reflectance spectroscopy.,INCLUDE,Fiber-optic spectroscopy muscle tissue analysis
PMID:34948100,Neurofibromin Deficiency Causes Epidermal Growth Factor Receptor Upregulation through the Activation of Ras/ERK/SP1 Signaling Pathway in Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheet Tumor.,EXCLUDE,"Signaling pathway study, no tool"
PMID:34983638,Delineating the autistic phenotype in children with neurofibromatosis type 1.,EXCLUDE,Autism phenotype characterization
PMID:35004058,Assessing Psychiatric Comorbidity and Pharmacologic Treatment Patterns Among Patients With Neurofibromatosis Type 1.,EXCLUDE,Psychiatric comorbidity assessment
PMID:35008487,The Lipid Asset Is Unbalanced in Peripheral Nerve Sheath Tumors.,EXCLUDE,Lipid analysis study
PMID:35037337,Neurofibromatosis type 2 versus sporadic vestibular schwannoma: The utility of MR diffusion and dynamic contrast-enhanced imaging.,INCLUDE,MR imaging technique comparison
PMID:35187488,Immune deconvolution and temporal mapping identifies stromal targets and developmental intervals for abrogating murine low-grade optic glioma formation.,EXCLUDE,Immune deconvolution study
PMID:35212372,Characterizing mobile element insertions in 5675 genomes.,EXCLUDE,Mobile element insertion analysis
PMID:35261809,A novel HDAC11 inhibitor potentiates the tumoricidal effects of cordycepin against malignant peripheral nerve sheath tumor through the Hippo signaling pathway.,EXCLUDE,Drug combination study
