clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
b9c62771-f6f7-45d7-bb10-e9f8743dfaad,Brief Pain Inventory Short Form,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,"...responses to the Brief Pain Inventory Short Form (BPI-SF) [ 8 ], Patient Health Questionnaire (PHQ) [ 19 ]...",Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
715adcac-39ad-433f-a1ac-40bf78aaa55e,BPI-SF,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,...a pain severity aggregate score of ≥3 on the BPI-SF [ 8 ] for pain experienced in the previous 2 weeks...,Abbreviated form of Brief Pain Inventory Short Form not captured,,AI validation - Sonnet 4.5,0,0,,
d0152d52-10f8-4980-b5a4-2dfc04c28874,Patient Health Questionnaire,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,"...responses to the Brief Pain Inventory Short Form (BPI-SF) [ 8 ], Patient Health Questionnaire (PHQ) [ 19 ], Structured Clinical Interview...",Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
32a7982c-daca-4e50-b01d-08900edb2080,PHQ,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,...evidence of moderate to severe depression or anxiety on the PHQ or GAD-7...,Abbreviated form of Patient Health Questionnaire not captured,,AI validation - Sonnet 4.5,0,0,,
e2c1e8c8-d6aa-4d5e-b97b-d93342ff8e7a,PHQ-9,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,...The PHQ-9 and GAD-7 are copyrighted by Pfizer Inc. and are freely available for research and clinical use...,Specific version of PHQ not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
9b2bdcfc-3633-4b34-91af-4268c386b0ca,Structured Clinical Interview for DSM Self Report version,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,"...Patient Health Questionnaire (PHQ) [ 19 ], Structured Clinical Interview for DSM Self Report version (SCID-SR) [ 20 ], and Generalized Anxiety Disorder...",Long clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
85081a67-6ba1-44fb-9855-2f45a13f2819,SCID-SR,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,...evidence of psychosis or schizophrenia on the SCID-SR [ 20 ]. Members of the research team...,Abbreviated form of Structured Clinical Interview not captured,,AI validation - Sonnet 4.5,0,0,,
9cb80b65-f87f-4017-8b34-880c7de6a091,Generalized Anxiety Disorder 7 Item version,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,"...Structured Clinical Interview for DSM Self Report version (SCID-SR) [ 20 ], and Generalized Anxiety Disorder 7 Item version (GAD-7) [ 21 ]...",Long clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
d9d90688-fade-435b-996b-c928856da698,GAD-7,,,,,,,,,,,,PMID:41602242,,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,methods,0.98,"...evidence of moderate to severe depression or anxiety on the PHQ or GAD-7, or (2) evidence of psychosis...",Abbreviated form of Generalized Anxiety Disorder scale not captured,,AI validation - Sonnet 4.5,0,0,,
9b0a8126-6f73-4fb6-b107-e3e823504afd,DSM III spectrophotometer,,,,,,,,,,,,PMID:6203987,,Neurofibromatosis of von Recklinghausen: a quantitative study of the epidermal keratinocyte and melanocyte populations.,methods,0.9,"All colometric data were obtained using a narrowband spectrophotometer DSM III (Cortex Technology, Hadsund, Denmark). DSM III is a handheld instrument used for measurement of skin colour, including melanin.",This is a specialized clinical measurement instrument with vendor and model information that should have been detected,,AI validation - Sonnet 4.5,0,0,,
134f9813-ebee-448b-83ab-1f4223a39927,Sony DSC-H50 digital camera,,,,,,,,,,,,PMID:6203987,,Neurofibromatosis of von Recklinghausen: a quantitative study of the epidermal keratinocyte and melanocyte populations.,methods,0.8,"A digital camera was used to determine the number and distribution of CALMs. The whole body of participants was photographed with a digital camera (Sony, DSC-H50, San Diego, USA).",Specialized clinical documentation equipment with specific model and vendor information,,AI validation - Sonnet 4.5,0,0,,
280ace8b-31f2-43bc-a70c-be8571446f2f,PedsQL™ NF1 Module,,,,,,,,,,,,PMID:28078640,,"Development of the pediatric quality of life inventory neurofibromatosis type 1 module items for children, adolescents and young adults: qualitative methods.",abstract,0.95,"...develop the items and support the content validity for the Pediatric Quality of Life Inventory™ (PedsQL™) NF1 Module for children, adolescents and young adults...",This is the primary clinical assessment tool being developed in this study. The mining may have missed it due to the trademark symbol (™) or complex naming convention.,,AI validation - Sonnet 4.5,0,0,,
1e3222b1-702d-4884-97c5-5911f63f4cc4,Pediatric Quality of Life Inventory™,,,,,,,,,,,,PMID:28078640,,"Development of the pediatric quality of life inventory neurofibromatosis type 1 module items for children, adolescents and young adults: qualitative methods.",abstract,0.85,...develop the items and support the content validity for the Pediatric Quality of Life Inventory™ (PedsQL™) NF1 Module...,This is the parent instrument framework. May have been missed due to trademark symbol or being seen as too generic.,,AI validation - Sonnet 4.5,0,0,,
92593418-5f52-4017-af66-ff2418884e9b,PedsQL™,,,,,,,,,,,,PMID:28078640,,"Development of the pediatric quality of life inventory neurofibromatosis type 1 module items for children, adolescents and young adults: qualitative methods.",abstract,0.9,"...Qualitative methods support the content validity for the PedsQL™ NF1 Module for children, adolescents and young adults...",This is the abbreviated form of the assessment tool. Mining patterns may not recognize abbreviated forms with trademark symbols.,,AI validation - Sonnet 4.5,0,0,,
91f32be3-671a-48b9-8171-b6409b111e77,Pediatric Quality of Life Inventory™ (PedsQL™),,,,,,,,,,,,PMID:28198162,,"The health-related quality of life of children, adolescents, and young adults with neurofibromatosis type 1 and their families: Analysis of narratives.",abstract,0.95,Data were drawn from qualitative interviews conducted for a larger study aimed at developing the Pediatric Quality of Life Inventory™ (PedsQL™) NF1 module.,The mining patterns likely missed this due to the trademark symbols (™) and the fact it's mentioned as being 'developed' rather than 'used'. The tool name includes special characters and is embedded in a complex sentence structure.,,AI validation - Sonnet 4.5,0,0,,
9e4927d5-1cda-458e-a39f-c3c837990e78,PedsQL™ NF1 module,,,,,,,,,,,,PMID:28198162,,"The health-related quality of life of children, adolescents, and young adults with neurofibromatosis type 1 and their families: Analysis of narratives.",abstract,0.9,Data were drawn from qualitative interviews conducted for a larger study aimed at developing the Pediatric Quality of Life Inventory™ (PedsQL™) NF1 module.,This is the disease-specific module of PedsQL being developed in this study. Mining patterns may not have recognized this as a distinct tool or may have been confused by the 'developing' context rather than 'using' context.,,AI validation - Sonnet 4.5,0,0,,
36e3bc37-db9e-4855-945b-7a07ce478f62,Semi-structured interview guide,,,,,,,,,,,,PMID:30298332,,Lifespan Development: Symptoms Experienced by Individuals with Neurofibromatosis Type 1 Associated Plexiform Neurofibromas from Childhood into Adulthood.,methods,0.85,"A semi-structured interview guide was constructed by all the authors, comprising questions concerning everyday life experiences, anxieties, fears, and self-perceived health regarding the nerve tumour",Clinical assessment instrument development not captured by current mining patterns,,AI validation - Sonnet 4.5,0,0,,
a9ee0ec1-51d7-4d87-9e92-6088c6536c91,Patient-Reported Outcomes Measurement Information System,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,abstract,0.98,"...completed the Patient-Reported Outcomes Measurement Information System (including domains anxiety, depressive symptom, psychosocial stress experiences, fatigue, pain interference, meaning and purpose, positive affect, peer relationships, physical function-mobility)...",Full name not recognized as clinical assessment tool - may need pattern for 'Patient-Reported Outcomes Measurement Information System' or 'PROMIS',,AI validation - Sonnet 4.5,0,0,,
379ea98a-7646-4388-aca7-99b18b635d77,PROMIS,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,abstract,0.98,"...completed the Patient-Reported Outcomes Measurement Information System (including domains anxiety, depressive symptom, psychosocial stress experiences, fatigue, pain interference, meaning and purpose, positive affect, peer relationships, physical function-mobility)...",Acronym PROMIS not explicitly mentioned but this is the standard abbreviation for Patient-Reported Outcomes Measurement Information System,,AI validation - Sonnet 4.5,0,0,,
c64726ca-80c3-4092-8a36-b46302c3cb8b,Quality of Life in Neurological Disorders measurement system,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,abstract,0.98,...and Quality of Life in Neurological Disorders measurement system (stigma) via an online platform...,Full name not recognized - may need pattern for 'Quality of Life in Neurological Disorders' or 'Neuro-QoL',,AI validation - Sonnet 4.5,0,0,,
8e96fb07-042a-468b-a6bf-41eb4e36360e,Neuro-QoL,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,methods,0.98,"...Children with epilepsy, pNF and MD (sample-1) completed the original 18-item Neuro-QoL Stigma...",Neuro-QoL acronym not detected - this is a well-established clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
dc0202aa-6fd1-4125-9000-0b05d6ad8e1c,Neuro-QoL Stigma,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,methods,0.95,"...Children with epilepsy, pNF and MD (sample-1) completed the original 18-item Neuro-QoL Stigma...",Specific subscale of Neuro-QoL not detected - pattern may need to include subscale names,,AI validation - Sonnet 4.5,0,0,,
7f2c5b74-e183-4240-9da4-60753026c11c,PPS,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,results,0.9,...All items fit the IRT model and were able to be calibrated together to form the PPS which consists of 18 core items...,Newly developed scale acronym (Pediatric Perceived Stigma) not detected - may need pattern for scale development context,,AI validation - Sonnet 4.5,0,0,,
c7967a7e-6739-4820-881b-f8863e8c2eed,PPS-Skin,,,,,,,,,,,,PMID:30413310,,Patient Reported Outcomes Measurement Information System and Quality of Life in Neurological Disorders Measurement System to Evaluate Quality of Life for Children and Adolescents with Neurofibromatosis Type 1 Associated Plexiform Neurofibroma.,results,0.9,...The PPS-Skin (18 cores items + 6 skin items) was developed by calibrating 6 skin items onto the common metric as the PPS...,Variant of newly developed scale not detected - pattern should catch scale variants,,AI validation - Sonnet 4.5,0,0,,
