pmid,title,doi,journal,year,query_type,source
PMID:31443423,One ,10.3390/genes10090633,Genes,2019.0,bench,pubmed
PMID:31468499,When Low Bone Mineral Density and Fractures Is Not Osteoporosis.,10.1007/s11914-019-00529-7,Current osteoporosis reports,2019.0,bench,pubmed
PMID:31474359,Heterozygous Tumor Suppressor Microenvironment in Cancer Development.,10.1016/j.trecan.2019.07.004,Trends in cancer,2019.0,bench,pubmed
PMID:3149306,Neurofibromatosis in Nigerian children.,,Journal of the National Medical Association,1988.0,clinical,pubmed
PMID:31511601,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,10.1038/s41598-019-49705-w,Scientific reports,2019.0,bench,pubmed
PMID:31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,10.7554/eLife.48983,eLife,2019.0,bench,pubmed
PMID:31558455,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,10.1136/bmjopen-2019-030601,BMJ open,2019.0,clinical,pubmed
PMID:31558499,Carotid Artery Tortuosity Is Associated with Connective Tissue Diseases.,10.3174/ajnr.A6218,AJNR. American journal of neuroradiology,2019.0,bench,pubmed
PMID:31585900,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,10.2741/4817,Frontiers in bioscience (Landmark edition),2020.0,bench,pubmed
PMID:31594823,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,10.1158/1535-7163.MCT-19-0319,Molecular cancer therapeutics,2020.0,bench,pubmed
PMID:31626572,"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma.",10.1200/JCO.19.01367,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2019.0,clinical,pubmed
PMID:31650029,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,10.1016/j.omto.2019.09.001,Molecular therapy oncolytics,2019.0,bench,pubmed
PMID:31652930,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,10.3390/genes10110839,Genes,2019.0,bench,pubmed
PMID:31652973,The Role of Merlin/NF2 Loss in Meningioma Biology.,10.3390/cancers11111633,Cancers,2019.0,bench,pubmed
PMID:31673175,Short Term Results of a New Comprehensive Protocol for the Management of Congenital Pseudarthrosis of the Tibia.,10.4103/ortho.IJOrtho_155_19,Indian journal of orthopaedics,2019.0,bench,pubmed
PMID:31730023,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,10.1186/s40360-019-0369-8,BMC pharmacology & toxicology,2019.0,bench,pubmed
PMID:31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,10.1186/s13041-019-0517-5,Molecular brain,2019.0,bench,pubmed
PMID:31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,10.1016/j.lfs.2019.117079,Life sciences,2019.0,bench,pubmed
PMID:31763624,Sox2,10.1093/noajnl/vdz027,Neuro-oncology advances,2019.0,bench,pubmed
PMID:31793149,Funding community collaboration to develop effective therapies for neurofibromatosis type 1 tumors.,10.15252/emmm.201911656,EMBO molecular medicine,2020.0,bench,pubmed
PMID:31801570,"Cutaneous neurofibromas: patients' medical burden, current management and therapeutic expectations: results from an online European patient community survey.",10.1186/s13023-019-1265-4,Orphanet journal of rare diseases,2019.0,clinical,pubmed
PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,10.1074/jbc.RA119.010934,The Journal of biological chemistry,2020.0,bench,pubmed
PMID:31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,10.1038/s41597-019-0317-x,Scientific data,2019.0,bench,pubmed
PMID:31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,10.1038/s41467-019-13640-1,Nature communications,2019.0,bench,pubmed
PMID:31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,10.1038/s41598-019-56022-9,Scientific reports,2019.0,bench,pubmed
PMID:31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,10.18632/aging.102529,Aging,2019.0,bench,pubmed
PMID:31881853,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,10.1186/s12885-019-6442-2,BMC cancer,2019.0,clinical,pubmed
PMID:31888936,Perceived burden in dealing with different rare diseases: a qualitative focus group study.,10.1136/bmjopen-2019-033353,BMJ open,2019.0,bench,pubmed
PMID:31905340,The Sword of Damocles: Living with Neurofibromatosis Type 1.,10.7812/TPP/19.111,The Permanente journal,2020.0,bench,pubmed
PMID:31913576,Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural collaboration for the study of RASopathies.,10.1002/ajmg.a.61485,American journal of medical genetics. Part A,2020.0,bench,pubmed
PMID:31915440,Attention Deficit Predicts Intellectual Functioning in Children with Neurofibromatosis Type 1.,10.1155/2019/9493837,International journal of pediatrics,2019.0,clinical,pubmed
PMID:31917795,Soluble AXL as a marker of disease progression and survival in melanoma.,10.1371/journal.pone.0227187,PloS one,2020.0,bench,pubmed
PMID:31927807,Rare Primary Retroperitoneal Neoplasms.,,The Israel Medical Association journal : IMAJ,2020.0,bench,pubmed
PMID:31936793,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,10.3390/cancers12010177,Cancers,2020.0,bench,pubmed
PMID:31937162,Malignant peripheral nerve sheath tumor in the nasopharynx and oropharynx: a case report.,10.1177/0300060519897184,The Journal of international medical research,2020.0,clinical,pubmed
PMID:31940719,The Role of RUNX1 in NF1-Related Tumors and Blood Disorders.,10.14348/molcells.2019.0295,Molecules and cells,2020.0,bench,pubmed
PMID:31965112,Practical approach to diagnosis of bland-looking spindle cell lesions of the breast.,10.32074/1591-951X-31-19,Pathologica,2019.0,bench,pubmed
PMID:31979111,In-silico Analysis of ,10.3390/ijms21030721,International journal of molecular sciences,2020.0,bench,pubmed
PMID:32014052,Neurofibromatosis 1 French national guidelines based on an extensive literature review since 1966.,10.1186/s13023-020-1310-3,Orphanet journal of rare diseases,2020.0,clinical,pubmed
PMID:32075265,Bioactive Phenolic Compounds in the Modulation of Central and Peripheral Nervous System Cancers: Facts and Misdeeds.,10.3390/cancers12020454,Cancers,2020.0,bench,pubmed
PMID:32089640,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,10.1155/2020/5784876,Sarcoma,2020.0,"bench,clinical",pubmed
PMID:32098059,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,10.3390/genes11020226,Genes,2020.0,bench,pubmed
PMID:32107864,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,10.1002/mgg3.1180,Molecular genetics & genomic medicine,2020.0,bench,pubmed
PMID:32108657,Diagnostic sequence for early diagnosis of neurofibromatosis type 1 using NIH criteria.,,Stomatologija,2019.0,clinical,pubmed
PMID:32144278,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,10.1038/s41598-020-60156-6,Scientific reports,2020.0,bench,pubmed
PMID:32147744,Legius Syndrome and its Relationship with Neurofibromatosis Type 1.,10.2340/00015555-3429,Acta dermato-venereologica,2020.0,bench,pubmed
PMID:32152628,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions.,10.1093/neuonc/noaa053,Neuro-oncology,2020.0,bench,pubmed
PMID:32176143,Contextualizing the Modern Epidemiology of Neurofibromatosis Type 2 in an Era of Heightened Detection of Sporadic Vestibular Schwannoma.,10.1097/MAO.0000000000002557,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2020.0,clinical,pubmed
PMID:32181506,Social skills and autism spectrum disorder symptoms in children with neurofibromatosis type 1: evidence for clinical trial outcomes.,10.1111/dmcn.14517,Developmental medicine and child neurology,2020.0,clinical,pubmed
PMID:32182803,The Role of Polycomb Repressive Complex in Malignant Peripheral Nerve Sheath Tumor.,10.3390/genes11030287,Genes,2020.0,bench,pubmed
PMID:32187457,Selumetinib in Children with Inoperable Plexiform Neurofibromas.,10.1056/NEJMoa1912735,The New England journal of medicine,2020.0,clinical,pubmed
PMID:32190165,Auditory Brainstem Implantation for Adults With Neurofibromatosis 2 or Severe Inner Ear Abnormalities: A Health Technology Assessment.,,Ontario health technology assessment series,2020.0,clinical,pubmed
PMID:32193437,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,10.1038/s41598-020-61251-4,Scientific reports,2020.0,bench,pubmed
PMID:32193699,Upregulated immuno-modulator PD-L1 in malignant peripheral nerve sheath tumors provides a potential biomarker and a therapeutic target.,10.1007/s00262-020-02548-1,"Cancer immunology, immunotherapy : CII",2020.0,bench,pubmed
PMID:32194680,ADAM9: A novel player in vestibular schwannoma pathogenesis.,10.3892/ol.2020.11299,Oncology letters,2020.0,bench,pubmed
PMID:32212796,The Value of H3K27me3 Immunohistochemistry in Differentiating Malignant Peripheral Nerve Sheath Tumour with Its Histologic Mimickers.,10.31557/APJCP.2020.21.3.699,Asian Pacific journal of cancer prevention : APJCP,2020.0,bench,pubmed
PMID:32240795,Germline and sporadic cancers driven by the RAS pathway: parallels and contrasts.,10.1016/j.annonc.2020.03.291,Annals of oncology : official journal of the European Society for Medical Oncology,2020.0,bench,pubmed
PMID:32245042,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,10.3390/genes11030331,Genes,2020.0,bench,pubmed
PMID:32252313,A Novel Treatment Modality for Malignant Peripheral Nerve Sheath Tumor Using a Dual-Effect Liposome to Combine Photodynamic Therapy and Chemotherapy.,10.3390/pharmaceutics12040317,Pharmaceutics,2020.0,bench,pubmed
PMID:32252413,Genomics of MPNST (GeM) Consortium: Rationale and Study Design for Multi-Omic Characterization of NF1-Associated and Sporadic MPNSTs.,10.3390/genes11040387,Genes,2020.0,bench,pubmed
PMID:32272491,The Use of MEK Inhibitors in Neurofibromatosis Type 1-Associated Tumors and Management of Toxicities.,10.1634/theoncologist.2020-0069,The oncologist,2020.0,bench,pubmed
PMID:32281771,Germline Mutations for Novel Candidate Predisposition Genes in Sporadic Schwannomatosis.,10.1097/CORR.0000000000001239,Clinical orthopaedics and related research,2020.0,bench,pubmed
PMID:32294191,Pretreatment Endocrine Disorders Due to Optic Pathway Gliomas in Pediatric Neurofibromatosis Type 1: Multicenter Study.,10.1210/clinem/dgaa138,The Journal of clinical endocrinology and metabolism,2020.0,clinical,pubmed
PMID:32299434,Merlin regulates signaling events at the nexus of development and cancer.,10.1186/s12964-020-00544-7,Cell communication and signaling : CCS,2020.0,bench,pubmed
PMID:32317644,Author Correction: A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,10.1038/s41467-020-16007-z,Nature communications,2020.0,bench,pubmed
PMID:32320652,Rational Design of Allosteric and Selective Inhibitors of the Molecular Chaperone TRAP1.,10.1016/j.celrep.2020.107531,Cell reports,2020.0,bench,pubmed
PMID:32352002,Human Organ-Specific 3D Cancer Models Produced by the Stromal Self-Assembly Method of Tissue Engineering for the Study of Solid Tumors.,10.1155/2020/6051210,BioMed research international,2020.0,bench,pubmed
PMID:32353955,New Model Systems and the Development of Targeted Therapies for the Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,10.3390/genes11050477,Genes,2020.0,"bench,clinical",pubmed
PMID:32354889,Propranolol Specifically Suppresses the Viability of Tumorous Schwann Cells Derived from Plexiform Neurofibromas ,10.21873/invivo.11872,"In vivo (Athens, Greece)",2020.0,bench,pubmed
PMID:32358581,Midkine activation of CD8,10.1038/s41467-020-15770-3,Nature communications,2020.0,bench,pubmed
PMID:32360730,Repeating or spacing learning sessions are strategies for memory improvement with shared molecular and neuronal components.,10.1016/j.nlm.2020.107233,Neurobiology of learning and memory,2020.0,bench,pubmed
PMID:32383545,Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca,10.15252/embr.201949117,EMBO reports,2020.0,bench,pubmed
PMID:32397722,NEUROFIBROMATOSIS TYPE 1 AND OPTIC PATHWAY GLIOMA.,10.31348/2019/4/4,Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti,2019.0,bench,pubmed
PMID:32406525,Autism and attention-deficit/hyperactivity disorders and symptoms in children with neurofibromatosis type 1.,10.1111/dmcn.14558,Developmental medicine and child neurology,2021.0,clinical,pubmed
PMID:32408052,Mutation-Directed Therapeutics for Neurofibromatosis Type I.,10.1016/j.omtn.2020.04.012,Molecular therapy. Nucleic acids,2020.0,bench,pubmed
PMID:32419643,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,10.1177/1533033820919759,Technology in cancer research & treatment,2020.0,bench,pubmed
PMID:32423401,Cardiac overload resolved by resection of a large plexiform neurofibroma on both the buttocks and upper posterior thighs in a patient with neurofibromatosis type I: a case report.,10.1186/s12893-020-00761-4,BMC surgery,2020.0,clinical,pubmed
PMID:32438526,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,10.1002/lary.28671,The Laryngoscope,2021.0,bench,pubmed
PMID:32438819,Honokiol Bis-Dichloroacetate Is a Selective Allosteric Inhibitor of the Mitochondrial Chaperone TRAP1.,10.1089/ars.2019.7972,Antioxidants & redox signaling,2021.0,bench,pubmed
PMID:32443592,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,10.3390/ijms21103569,International journal of molecular sciences,2020.0,clinical,pubmed
PMID:32457840,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",10.3389/fonc.2020.00687,Frontiers in oncology,2020.0,bench,pubmed
