pmid,title,verdict,reasoning
PMID:33273014,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,INCLUDE,Cellular model development
PMID:33279959,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",INCLUDE,Zebrafish tumor model
PMID:33356508,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,INCLUDE,Animal tumor model
PMID:33368180,A rare disease and education: Neurofibromatosis type 1 decreases educational attainment.,EXCLUDE,Educational attainment analysis
PMID:33375955,Stereotactic Radiosurgery for Vestibular Schwannomas: Tumor Control Probability Analyses and Recommended Reporting Standards.,EXCLUDE,Radiosurgery technique review
PMID:33413690,Human cutaneous neurofibroma matrisome revealed by single-cell RNA sequencing.,INCLUDE,Single-cell RNA sequencing analysis
PMID:33414453,PLPP/CIN-mediated NF2-serine 10 dephosphorylation regulates F-actin stability and Mdm2 degradation in an activity-dependent manner.,EXCLUDE,Molecular mechanism description
PMID:33436083,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,INCLUDE,Epigenomic analysis
PMID:33442015,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,INCLUDE,Clinical trial of therapeutic intervention
PMID:33445724,Neurofibromatosis Type 2 (NF2) and the Implications for Vestibular Schwannoma and Meningioma Pathogenesis.,EXCLUDE,Pathogenesis review
PMID:33447574,Pancreatic neuroendocrine tumours: spectrum of imaging findings.,EXCLUDE,Imaging findings review
PMID:33449435,The Hippo pathway: Horizons for innovative treatments of peripheral nerve diseases.,EXCLUDE,Pathway review
PMID:33470897,Photodynamic Therapy for Benign Cutaneous Neurofibromas Using Aminolevulinic Acid Topical Application and 633 nm Red Light Illumination.,EXCLUDE,Therapeutic technique description
PMID:33484105,Circulating free DNA in the plasma of individuals with neurofibromatosis type 1.,INCLUDE,Circulating DNA analysis
PMID:33486672,Signaling pathways in human osteoclasts differentiation: ERK1/2 as a key player.,EXCLUDE,Signaling pathway review
PMID:33507258,Assessment of RAS Dependency for BRAF Alterations Using Cancer Genomic Databases.,INCLUDE,Genomic database analysis tool
PMID:33507822,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,INCLUDE,Clinical trial methodology
PMID:33511762,Protein synthesis as a modifiable target for autism-related dendritic spine pathophysiologies.,EXCLUDE,Protein synthesis review
PMID:33519543,Autism Spectrum Disorder Symptom Profile Across the RASopathies.,EXCLUDE,Symptom profile description
PMID:33530415,Cutaneous Findings in Neurofibromatosis Type 1.,EXCLUDE,Cutaneous findings review
PMID:33541905,Longitudinal Assessment of Enhancing Foci of Abnormal Signal Intensity in Neurofibromatosis Type 1.,EXCLUDE,Longitudinal imaging study
PMID:33543019,Loss of Tenascin-X expression during tumor progression: A new pan-cancer marker.,EXCLUDE,Cancer marker description
PMID:33574490,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,INCLUDE,Antisense oligonucleotide development
PMID:33574795,Genetic and Epigenetic Causes of Pituitary Adenomas.,EXCLUDE,Genetic causes review
PMID:33588442,Diagnostic Pathology of Tumors of Peripheral Nerve.,EXCLUDE,Diagnostic pathology review
PMID:33591953,Chromosome 8 gain is associated with high-grade transformation in MPNST.,EXCLUDE,Chromosomal analysis
PMID:33604573,New developments in neurofibromatosis type 2 and vestibular schwannoma.,EXCLUDE,Disease development review
PMID:33622177,Chrysophanol inhibits the osteoglycin/mTOR and activats NF2 signaling pathways to reduce viability and proliferation of malignant meningioma cells.,EXCLUDE,Molecular mechanism description
PMID:33625502,"Efficacy of a Brief, Peer-Delivered Self-management Intervention for Patients With Rare Chronic Diseases: A Randomized Clinical Trial.",INCLUDE,Clinical intervention assessment
PMID:33671872,Risk Factors for Bullying Victimization in Children with Neurofibromatosis Type 1 (NF1).,EXCLUDE,Risk factor analysis
PMID:33673681,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,INCLUDE,Splicing profile analysis tool
PMID:33721151,Neurofibromatosis in the Era of Precision Medicine: Development of MEK Inhibitors and Recent Successes with Selumetinib.,EXCLUDE,Therapeutic development review
PMID:33730566,Distinct progenitor behavior underlying neocortical gliogenesis related to tumorigenesis.,EXCLUDE,Progenitor behavior description
PMID:33734413,Comparison of Cancer Prevalence in Patients With Neurofibromatosis Type 1 at an Academic Cancer Center vs in the General Population From 1985 to 2020.,EXCLUDE,Cancer prevalence comparison
PMID:33757576,Hyperpigmented spots at fundus examination: a new ocular sign in Neurofibromatosis Type I.,EXCLUDE,Clinical observation
PMID:33767727,Molecular Diagnosis of Neurofibromatosis by Multigene Panel Testing.,INCLUDE,Molecular diagnostic tool
PMID:33778620,Abdominal Vascular Complications in Neurofibromatosis Type 1.,EXCLUDE,Vascular complication description
PMID:33817379,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,INCLUDE,Clinical assessment tool
PMID:33818262,ABI-auditory brainstem implant.,EXCLUDE,Implant description
PMID:33850471,Increased nuclear translation of YAP might act as a potential therapeutic target for NF1-related plexiform neurofibroma.,EXCLUDE,Molecular mechanism description
PMID:33863389,MEK inhibitors - novel targeted therapies of neurofibromatosis associated benign and malignant lesions.,EXCLUDE,Therapeutic review
PMID:33879870,Typical 22q11.2 deletion syndrome appears to confer a reduced risk of schwannoma.,EXCLUDE,Genetic syndrome comparison
PMID:33903738,Identifying challenges in neurofibromatosis: a modified Delphi procedure.,EXCLUDE,Methodological review
PMID:33911094,"Exploring associations between constipation, severity of neurofibromatosis type 1 and NF1 mutational spectrum.",EXCLUDE,Clinical association study
PMID:33946854,Hexokinase 2 in Cancer: A Prima Donna Playing Multiple Characters.,EXCLUDE,Review of molecular mechanism
PMID:33948356,Cordycepin inhibits the proliferation of malignant peripheral nerve sheath tumor cells through the p53/Sp1/tubulin pathway.,INCLUDE,Experimental drug mechanism
PMID:33954070,Chronic Lymphocytic Leukemia in Neurofibromatosis Type 1 Patients: Case Report and Literature Review of a Rare Occurrence.,EXCLUDE,Clinical case report
PMID:33963463,The psychological impact and experience of breast cancer screening in young women with an increased risk of breast cancer due to neurofibromatosis type 1.,EXCLUDE,Psychological impact study
PMID:33963966,Cognitive and Electrophysiological Correlates of Working Memory Impairments in Neurofibromatosis Type 1.,INCLUDE,Cognitive assessment tool
PMID:33964370,Dysregulation of the ESRP2-NF2-YAP/TAZ axis promotes hepatobiliary carcinogenesis in non-alcoholic fatty liver disease.,EXCLUDE,Molecular mechanism review
PMID:33972401,Associative Learning Requires Neurofibromin to Modulate GABAergic Inputs to Drosophila Mushroom Bodies.,INCLUDE,Genetic model in Drosophila
PMID:34010628,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,INCLUDE,Stem cell research tool
PMID:34011935,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,INCLUDE,Potential therapeutic screening
PMID:34012067,Revised diagnostic criteria for neurofibromatosis type 1 and Legius syndrome: an international consensus recommendation.,EXCLUDE,Diagnostic criteria review
PMID:34020694,"The mediating effects of quality of life, depression, and generalized anxiety on perceived barriers to employment success for people diagnosed with Neurofibromatosis Type 1.",EXCLUDE,Quality of life survey
PMID:34025587,Phakomatoses and Endocrine Gland Tumors: Noteworthy and (Not so) Rare Associations.,EXCLUDE,Review of disease associations
PMID:34040258,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,INCLUDE,Genetic mutation model
PMID:34040477,Natural History and Disease Burden of Neurofibromatosis Type 1 with Plexiform Neurofibromas: A Systematic Literature Review.,EXCLUDE,Systematic literature review
PMID:34043012,RNA sequence analysis reveals ITGAL/CD11A as a stromal regulator of murine low-grade glioma growth.,INCLUDE,RNA sequencing analysis
PMID:34049498,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,INCLUDE,Auditory processing assessment
PMID:34053190,Transcriptomic signature of painful human neurofibromatosis type 2 schwannomas.,INCLUDE,Transcriptomic signature
PMID:34065204,RABL6A Regulates Schwann Cell Senescence in an RB1-Dependent Manner.,INCLUDE,Cellular senescence model
PMID:34075397,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,INCLUDE,Genetic mouse model
PMID:34079083,WNT5A inhibition alters the malignant peripheral nerve sheath tumor microenvironment and enhances tumor growth.,INCLUDE,Tumor microenvironment model
PMID:34121041,"SOCS, SPRED, and NR4a: Negative regulators of cytokine signaling and transcription in immune tolerance.",EXCLUDE,Molecular signaling review
PMID:34123937,Efficacy of Cannabinoids on Spasticity and Chronic Pain in a Patient with Co-occurrence of Multiple Sclerosis and Neurofibromatosis Type 1.,EXCLUDE,Clinical case treatment
PMID:34131650,Irradiation of ,EXCLUDE,Incomplete title
PMID:34144233,RASopathies: The musculoskeletal consequences and their etiology and pathogenesis.,EXCLUDE,Review of musculoskeletal consequences
PMID:34155781,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,INCLUDE,Clinical trial assessment
PMID:34199217,Severe Phenotype in Patients with Large Deletions of ,EXCLUDE,Incomplete title
PMID:34215596,Acceptance and commitment therapy meets peer-support. Development of a supportive self-care intervention for patients with rare diseases: a multistage development process.,INCLUDE,Patient support intervention development
PMID:34229750,Integrated in silico MS-based phosphoproteomics and network enrichment analysis of RASopathy proteins.,INCLUDE,Computational proteomics tool
PMID:34230196,Reliability of Handheld Dynamometry to Measure Focal Muscle Weakness in Neurofibromatosis Types 1 and 2.,INCLUDE,Clinical assessment tool
PMID:34230198,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,INCLUDE,Patient-reported outcome measure review
PMID:34230200,Imaging Evaluation of Plexiform Neurofibromas in Neurofibromatosis Type 1: A Survey-Based Assessment.,INCLUDE,Imaging evaluation tool
PMID:34230203,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,INCLUDE,Clinical trial recommendation tool
PMID:34230204,Measuring the Effect of Cutaneous Neurofibromas on Quality of Life in Neurofibromatosis Type 1.,INCLUDE,Quality of life assessment tool
PMID:34230205,Recommendations for Social Skills End Points for Clinical Trials in Neurofibromatosis Type 1.,INCLUDE,Clinical trial endpoint recommendation
PMID:34230208,Enhancing Neurofibromatosis Clinical Trial Outcome Measures Through Patient Engagement: Lessons From REiNS.,INCLUDE,Clinical trial methodology
PMID:34257279,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,INCLUDE,Genetic model in Drosophila
PMID:34257422,Increased risk for dementia in neurofibromatosis type 1.,EXCLUDE,Epidemiological study
PMID:34264955,Brigatinib causes tumor shrinkage in both NF2-deficient meningioma and schwannoma through inhibition of multiple tyrosine kinases but not ALK.,INCLUDE,Drug screening method
PMID:34268254,Telomerase Dysfunction in the Tumorigenesis of Genetic Disorders.,EXCLUDE,Review of telomerase dysfunction
PMID:34297428,RNA-sequencing highlights differential regulated pathways involved in cell cycle and inflammation in orbitofacial neurofibromas.,INCLUDE,RNA sequencing analysis
PMID:34298962,Cd34+ Stromal Cells/Telocytes in Normal and Pathological Skin.,EXCLUDE,Cellular description
PMID:34337379,Conformational flexibility determines the Nf2/merlin tumor suppressor functions.,INCLUDE,Protein structure analysis
PMID:34345017,Tumorigenesis in neurofibromatosis type 1: role of the microenvironment.,EXCLUDE,Tumorigenesis review
PMID:34352618,Characterization of UMi031-A-2 inducible pluripotent stem cell line with a neurofibromatosis type 2-associated mutation.,INCLUDE,Induced pluripotent stem cell line
PMID:34377779,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,INCLUDE,Neurocognitive assessment
PMID:34409538,Depression explains the association between pain intensity and pain interference among adults with neurofibromatosis.,EXCLUDE,Clinical association study
PMID:34416167,Anti-PD-1/L1 lead-in before MAPK inhibitor combination maximizes antitumor immunity and efficacy.,INCLUDE,Immunotherapy screening
PMID:34422615,The Patients' Experiences of Burden of Neurofibromatosis: A Qualitative Study.,EXCLUDE,Qualitative patient experience study
PMID:34428430,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,INCLUDE,Developmental window intervention model
